,DSI_Title,Text,category
34,AEJ_Doc2_How_to_Train.docx,"“How to Train Your Dragon” may not be the most beloved of computer-animated franchises, but it is one of the most reliable. “How to Train Your Dragon: The Hidden World,” gives the now-trilogy a pleasing arc.

In the first movie (2010), Hiccup (voiced by Jay Baruchel), through a secret friendship with a not-so-fearsome dragon, Toothless, broke with centuries of Viking tradition to bring about a cease-fire (and cease-firebreathing) in human-dragon affairs. In “How to Train Your Dragon 2” (2014), Hiccup refined his leadership skills, ending the movie as a worthy successor to his father, Stoick (Gerard Butler), the chief of Berk, and his mother, Valka (Cate Blanchett), a pioneer in dragon whispering.



More bittersweet and less triumphal than its predecessors, and directed by a returning Dean DeBlois, “The Hidden World” concerns the exigencies that Hiccup faces as a leader, both politically and personally. If you truly love that dragon you trained, its message says, let him go.

As the movie opens, Berk is, in Hiccup’s estimation, “the world’s first dragon-Viking utopia.” But it’s not so utopian: Overcrowding is a problem at mealtimes, and the high concentration of rescued dragons in the settlement has made Berk a target for hunters. The most fearsome of those is a new villain, Grimmel (F. Murray Abraham, chewing on the cartoon scenery), who lives for the thrill of the chase and is always one step ahead of Berk’s peace-loving populace.

Should the residents hold strong, or must they abandon their centuries-old home? Is Berk just a state of mind? And is Hiccup finally ready for marriage with Astrid (America Ferrera)? Toothless, thought to be the last of his breed, meets a female counterpart and is quickly smitten. But is she on the level, or is Grimmel, who has Toothless in his sights, using her as bait?

Never the most sophisticated of digital dynasties, plot-wise, “How to Train Your Dragon” makes the most of these questions. If you’ve spent any time with these characters, it’s hard not to get swept up in the saga, and it’s easy to be moved by the bond between Hiccup and Toothless, who is, in effect, a very loyal dog who can fly and harness the power of lightning bolts.

The skill and detail with which the dragons have been rendered has only improved over the three films, and in sheer numbers, “The Hidden World” probably offers the most dragons per minute. The hidden world of the title — which Hiccup is searching for — is their secret ancestral homeland, depicted in glowing pastels that suggest a geological kinship with Pandora from “Avatar.”

But mostly the movie aspires to be goofy fun. Hiccup plays Cyrano during Toothless’s mating dance with his mysterious lady-dragon friend. Several former Judd Apatow associates (Jonah Hill, Kristen Wiig, Christopher Mintz-Plasse) are back as comic relief, although you suspect that some of them — along with Kit Harrington as a reformed dragon hunter and Butler — stopped by the recording studio only briefly. And unusually for a sequel, this installment has the courage to feel conclusive. The series has earned affection for its characters and its disarming premise.",0
35,SXN_Doc1_Hidden Figures.docx,"Vaughan is one of the three real-life African-American women who helped decipher and define the mathematics used during the space race in the 1960s. Theodore Melfi knows when to let a visual cue or cut tell the story, building on moments of repetition before paying off with scenes of great power. For example, the absurdity of segregated bathrooms, Melfi repeats shots of a nervously tapping foot, followed by mile-long runs to the only available bathroom. This running joke culminates in a brilliantly acted, angry speech by Taraji Henson that is her finest cinematic moment to date. 

Henson plays Katherine Johnson, a mathematician who, in the film’s opening flashback, is shown to have a preternatural affinity for math in her youth. Her success at obtaining the education she needs is hindered by Jim Crow, but she still manages to earn degrees in math and a job at NASA’s “Colored Computer” division. In an attempt to beat Russia to the moon, NASA has been looking for the nation’s best mathematicians. The importance of the space race forces them to accept qualified candidates of any stripe, including those society would normally discourage.

The dialogue between the three women establishes their easy rapport with one another, and introduces their personalities. Vaughan is no-nonsense, Jackson is a wise ass with impeccable comic timing and Johnson is the clever optimist. They are similarly educated, though each has their own skill set the film will explore. The fears and oppressions of this era are omnipresent even when we don’t see them, and the film develops a particular rhythm between problems and solutions that is cathartic without feeling forced.

At the request of Vaughan’s supervisor (Kirsten Dunst), Johnson is sent to a room full of White male mathematicians to assist in some literal rocket science. The calculations have stumped everyone, including Paul Stafford (Jim Parsons), the hotshot whose math Johnson is hired to check. Parsons is a bit of a weak link here—his petulance, while believable, is overplayed but the overall attitude in the room made me shudder with bad memories of my own early career tribulations. I’ve been the only person of color in a less than inviting work environment, and many of Henson’s delicate acting choices vis-à-vis her body language held the eerie feeling of sense memory for me. Though she remains confident in her work and presents that confidence whenever questioned, Henson manifests on her person every hit at her dignity. You can see her trying to hold herself in check instead of going full-Cookie Lyon on her colleagues.

In addition to the unwelcome men in the room, Johnson also has to deal with the tough, though fair complaints of her grizzled supervisor, Al Harrison (Kevin Costner). He and Henson play off each other with an equal sense of bemusement, and when the film gives him something noble to do, it hides the cliché under the nostalgic sight of “Bull Durham”'s Crash Davis holding a baseball bat.

While Johnson tries to keep John Glenn (charmingly played by Glen Powell) from exploding atop a rocket and Vaughan fights FORTRAN and Dunst for the right to be a supervisor, Janelle Monae is secretly walking off with the picture. Mary Jackson wants to be the first Black engineer at NASA, yet she’s hindered by Jim Crow practices. Jackson takes her case to court, and the scene where Monae wordlessly reacts to the outcome is one of the year’s best.",1
36,HK_Doc1_Dreams_Subconscious_Minds.docx,"Films about dreams and the subconscious are usually not very straightforward and almost always weird. ""Inception"" is no exception to that rule, but like its cinematic predecessors who have explored the contrast between and the questions of what is real and what is illusion, you really can't look away, nor should you.

""Inception"" is an excellent and breathtaking movie that may be one of the only films released so far during the Summer of 2010 that lives up to its hype. It is a nearly perfect and highly original film that holds your attention until the credits roll. The less you know about this movie going in, the more you will be entranced by seeing it.

Leonardo DiCaprio plays Dom Cobb, a world class criminal who, with the help of a team of sleep experts, works his way into people's subconscious and steals what people value most: ideas directly from their minds. In his last assignment to possibly clear his name, he is assigned not to steal an idea from someone, but to plant one inside that person's mind. The difficulty comes when certain people are trained to block their ideas from being taken.

That plot summary only covers the basics of this pretty complicated story, but to describe every plot detail would take away the magic of this film you must see yourself to believe. DiCaprio is good in his role, but unlike many other films he has starred in, this is perhaps his only role where his character alone does not carry the weight of the movie on his shoulders or share it equally with one other co-star. Instead, this great ensemble cast teams together to make this movie work, just as their characters collaborate to pull off such a unique heist. Joseph Gordon-Levitt, Ellen Page, and Tom Hardy are especially good in their roles.

The special effects in this film were also very good, which is amazing considering their simplicity compared to the ""Matrix"" movies. There are slow-motion shots, but no impossible kung fu fighting sequences. It's especially interesting when the film gets into the architecture of certain dreams, and impossible sequences are filmed in a way I've never seen other than in drawings.

However, the special effects would mean nothing if the story wasn't good. For this reason, even something as simple as a spinning top holds your attention in a way you would never think it would when seeing it in this film. The credit here can be given to writer and director Christopher Nolan, who has not made a bad film yet. There are many twists and turns in this film, but Nolan never loses his focus in the process of telling the story. If Nolan does not get nominated for Best Director and/or Best Original Screenplay next Oscar season, there is something terribly wrong with the Academy.",0
37,OS_Doc1_Finding-Nemo.docx,"""Finding Nemo"" has all of the usual pleasures of the Pixar animation style--the comedy and wackiness of ""Toy Story"" or ""Monsters Inc."" or ""A Bug's Life."" And it adds an unexpected beauty, a use of color and form that makes it one of those rare movies where I wanted to sit in the front row and let the images wash out to the edges of my field of vision. The movie takes place almost entirely under the sea, in the world of colorful tropical fish--the flora and fauna of a shallow warm-water shelf not far from Australia. The use of color, form and movement make the film a delight even apart from its story.



There is a story, though, one of those Pixar inventions that involves kids on the action level while adults are amused because of the satire and human (or fishy) comedy. The movie involves the adventures of little Nemo, a clown fish born with an undersized fin and an oversized curiosity. His father, Marlin, worries obsessively over him, because Nemo is all he has left: Nemo's mother and all of her other eggs were lost to barracudas. When Nemo goes off on his first day of school, Marlin warns him to stay with the class and avoid the dangers of the drop-off to deep water, but Nemo forgets, and ends up as a captive in the salt-water aquarium of a dentist in Sydney. Marlin swims off bravely to find his missing boy, aided by Dory, a blue tang with enormous eyes who he meets along the way.



These characters are voiced by actors whose own personal mannerisms are well known to us; I recognized most of the voices, but even the unidentified ones carried buried associations from movie roles, and so somehow the fish take on qualities of human personalities. Marlin, for example, is played by Albert Brooks as an overprotective, neurotic worrywart, and Dory is Ellen DeGeneres as helpful, cheerful and scatterbrained (she has a problem with short-term memory). The Pixar computer animators, led by writer-director Andrew Stanton, create an undersea world that is just a shade murky, as it should be; we can't see as far or as sharply in sea water, and so threats materialize more quickly, and everything has a softness of focus. There is something dreamlike about the visuals of ""Finding Nemo,"" something that evokes the reverie of scuba-diving.



When I review a movie like ""Finding Nemo,"" I am aware that most members of its primary audience do not read reviews. Their parents do, and to them and adults who do not have children as an excuse, I can say that ""Finding Nemo"" is a pleasure for grown-ups. There are jokes we get that the kids don't, and the complexity of Albert Brooks' neuroses, and that enormous canvas filled with creatures that have some of the same hypnotic beauty as--well, fish in an aquarium. They may appreciate another novelty: This time the dad is the hero of the story, although in most animation it is almost always the mother.",0
38,SXN_Doc2_Hidden Figures (NYT).docx,"“Hidden Figures” takes us back to 1961, when racial segregation and workplace sexism were widely accepted facts of life and the word “computer” referred to a person, not a machine. Though a gigantic IBM mainframe does appear in the movie — big enough to fill a room and probably less powerful than the phone in your pocket — the most important computers are three African-American women who work at NASA headquarters in Hampton, Va. Assigned to data entry jobs and denied recognition or promotion, they would go on to play crucial roles in the American space program.

Based on Margot Lee Shetterly’s nonfiction book of the same title, the film, directed by Theodore Melfi (who wrote the script with Allison Schroeder), turns the entwined careers of Katherine Goble (Johnson), Mary Jackson and Dorothy Vaughan into a rousing celebration of merit rewarded and perseverance repaid. Like many movies about the overcoming of racism, it offers belated acknowledgment of bravery and talent and an overdue reckoning with the sins of the past. Mr. Melfi, trusts his own skill, the intrinsic interest of the material and — above all — the talent and dedication of the cast. From one scene to the next, you may know more or less what is coming, but it is never less than delightful to watch these actors at work.

Start with the three principals, whose struggles at NASA take place as the agency is scrambling to send an astronaut into orbit. Katherine Goble is the central hidden figure, a mathematical prodigy played with perfect nerd charisma by Taraji P. Henson. Katherine is plucked from the computing room and assigned to a team that will calculate the launch coordinates and trajectory for an Atlas rocket. She receives a cold welcome — particularly from an engineer named Paul Stafford (Jim Parsons) — and is not spared the indignities facing a black woman in a racially segregated, gender-stratified workplace. The only bathroom she is allowed to use is in a distant building, and she horrifies her new co-workers when she helps herself to a cup of coffee.

Dorothy (Octavia Spencer) and Mary (Janelle Monáe) also face discrimination. Dorothy, who is in charge of several dozen computers, is repeatedly denied promotion to supervisor and treated with condescension by her immediate boss (Kirsten Dunst). The Polish-born engineer (Olek Krupa) with whom Mary works is more enlightened, but Mary runs into the brick wall of Virginia’s Jim Crow laws when she tries to take graduate-level physics courses.

“Hidden Figures” effectively conveys the poisonous normalcy of white supremacy, and the main characters’ determination to pursue their ambitions in spite of it and to live normal lives in its shadow. The racism they face does not depend on the viciousness or virtue of individual white people, and for the most part the white characters are not treated as heroes for deciding, at long last, to behave decently. Two of them, however, are singled out for commendation: John Glenn, portrayed by Glen Powell as a natural democrat with no time for racial hierarchies; and Al Harrison, the head of Katherine’s group, for whom the success of the mission is more important than color.

Kevin Costner, who plays Al, with the flattop haircut and heavy-framed glasses, gives Al an aura of midcentury no-nonsense masculine competence. He desegregates the NASA bathrooms with a sledgehammer and stands up for Katherine in quieter but no less emphatic ways when her qualifications are challenged.",1
39,CEM_Doc2_Just_Go_With.docx,"The people in this movie are dumber than a box of Tinkertoys. One fears they're so unfortunate it's not Politically Correct to laugh at them. That's not a problem because ""Just Go With It"" is so rarely funny. Here is a story that began as a French farce. Then it was adapted into a Broadway play named ""Cactus Flower."" Then the play was made into a movie. Now it has been made into another movie. This process has diluted it like a homeopathic medicine, so that not an atom of the original formula can be found.

Consider. Danny (Adam Sandler) broke off his wedding at the last minute, but continues to wear the wedding ring. Women find the ring seductive, and cannot resist having sex with a married man. Therefore, most (not all) of the women in his life are stupid. This works for him for approximately 25 years. In the meantime, he becomes a famous plastic surgeon in Beverly Hills. He is assisted by Nurse Katherine (Jennifer Aniston), who has two kids.

On the one day he isn't wearing his ring, he spends an idyllic night in the beach with the delicious 23-year-old Palmer (Brooklyn Decker). Then she finds the ring in his pocket and thinks he is married, and he lies and says yes, but his divorce is almost final. She insists on meeting his wife. He makes Nurse Katherine pretend to be his wife. He buys her several thousand dollars worth of clothes for her one (1) meeting with Palmer.

For reasons having to do with Palmer's love of children, they all fly to Hawaii together with Nurse Katherine's two kids and Danny's high school buddy Eddie (Nick Swardson), who pretends to be the Nurse's fiancé. Eddie disguises himself with thick glasses and the worst German accent since the guy who worshipped Hitler in ""The Producers."" He also brandishes a meerschaum pipe, because everyone who has seen ""Inglourious Basterds"" knows all Germans smoke meerschaum pipes.

This might work as a farce. Maybe it did, in France. It worked as a Broadway play by Abe Burrows. It worked as a 1969 movie with Walter Matthau, Ingrid Bergman as the nurse and Goldie Hawn as the young girl. It doesn't work now. The problem is the almost paralytic sweetness of the characters. Nobody is really trying to get away with anything. They're just trying to do the right thing in an underhanded way. Walter Matthau was crafty in the cradle. Goldie Hawn was the definitive ditz. Ingrid Bergman was *sigh*. The 1969 screenplay was by I.A.L. Diamond, who knew a thing or two about farce when he wrote ""Some Like It Hot."" They made a good movie.

So nice is everyone here that even the completely surplus character played by Nicole Kidman is undermined. She plays the old standby, the popular girl who was mean to Nurse Katherine in high school. We know the cliché. Kidman could have done something with it, but the screenplay gives her nowhere to go It's painful to endure the cloying scene where they kiss and make up.",1
40,EH_Doc1_A-Masterpiece-best-action-sci-fi-classic-film.docx,"A masterpiece - the best action sci-fi classic film of all time my number 1 personal favorite 

Words: Action, Sci-Fi, Adrenaline-pumping, thrilling, best

Predator (1987) is a masterpiece - the greatest bad-ass best Sci-Fi action film of all time. I love this Sci-Fi action flick to death! Predator is Epic Sci-fi Action movie of the 80's, my number 1 personal favorite best action sci-fi classic film of all time. Arnold Schwarzenegger, Carl Weathers and the rest of his team are all the time in the jungle hunted by an alien Predator, that's what makes this film and story more interesting than. This is very fast paced action flick, you never get bored or you fall a sleep. My favorite best Action Sci-Fi Flick movie was always Predator and It always will be. The best action movie ever made! Major Alan ""Dutch"" Schaefer is my comic book hero this is my hero. The hunted becomes the hunter on the end of the film when he camouflage with mud to defend him self against the Predator-ultimate hunter and hunts him down by setting booby-traps for him the best! 

In the remote jungle of a Central American country, an elite group of commandos led by Major Dutch Schaeffer, embarks on a CIA mission to clear out a guerrilla stronghold and rescue the remaining hostages. However, the hunters become the hunted when a highly intelligent, otherworldly being slowly and methodically starts killing off members of Dutch's team. Possessing a chameleon like camouflaging ability and a deadly alien arsenal, the creature tracks down the soldiers one by one.

This is the finest action movie of all time. And, yet, believe it or not, it's not the action in the film itself that makes this be the case. This is especially odd in a movie with an $98 million budget (in 1987!), with multiple huge explosions, with thousands of bullets fired, and scores of stuntmen used.

This movie stars are all believable in their roles and even add to the humor that this movie has. This is obviously the best of the Predator movies and still one of the most highly liked thrillers today. And let's all show respect for Kevin Peter Hall, who died a year after he had made Predator 2.

Predator is the 1980's most adrenaline-pumping, action-packed, violent mainstream film of the decade, a film replete with nearly non-stop action, loud, messy violence, huge muscles, big guns, and an extraterrestrial killing machine with infrared sight and a laser cannon on his shoulder thrown in for good measure. 

The film's budget was around $15 million. 20th Century Fox released it in the United States on June 12, 1987, where it grossed $59,735,548. Initial critical reaction was mixed; criticism focused on the thin plot.

10/10 My all time favorite action film I love it to death it is my personal favorite action film of all time. Predator is a masterpiece, one of the best Sci-Fi action films of al time. I own the DVD and I also own the Blu-ray disc. I used to had ultimate hunter edition on Blu-ray but the subtitles were awful and the picture was lousy and wax like plastic. 

Link: https://www.imdb.com/review/rw4020352/?ref_=tt_urv",0
41,CEM_Doc1_50_First_Dates.docx,"Just in time for Valentine's Day, ""50 First Dates"" is a spin on the ""Groundhog Day"" notion of a day that keeps repeating itself. This time, though, the recycling takes place entirely inside the mind of Lucy Whitmore (Drew Barrymore), who was in an accident that caused short-term memory loss. Every night while she sleeps, the slate of her memory is wiped clean, and when she wakes up in the morning, she remembers everything that happened up to the moment of the accident, but nothing that happened afterward.

Is this possible? I'd like to bring in Oliver Sacks for a second opinion. Seems to me that short-term memory loss doesn't work on a daily timetable, but is more like the affliction of ""10-Second Tom,"" a character in the movie who reboots every 10 seconds.

Still, this isn't a psychiatric docudrama but a lighthearted romantic comedy, and the premise works to provide Adam Sandler and Barrymore with a sweet story. They work well together, as they showed in ""The Wedding Singer""; they have the same tone of smiling, coy sincerity.

The movie is sort of an experiment for Sandler. He reveals the warm side of his personality, and leaves behind the hostility, anger and gross-out humor. To be sure, there's projectile vomiting on a vast scale in an opening scene of the movie, but it's performed by a walrus, not one of the human characters, and the walrus feels a lot better afterward. This is a kinder and gentler Adam Sandler.

He plays Henry Roth, a marine biologist at a Hawaiian sea world, healing walruses, sea lions and dolphins and moonlighting as an expert in one-night stands. He romances babes who are in Hawaii on vacation, and then forgets them when they go home, so imagine his amazement when he meets Lucy and finds that she forgets him every night.

Lucy is surrounded by a lot of support (her loving dad and the staff at the local diner), and they're dubious about the motives of this guy who says he's so much in love he's willing to start over with this girl every morning.

You'd think it would be hard to construct an arc for a story that starts fresh every day, but George Wing's screenplay ingeniously uses videotape to solve that problem -- so that Lucy gets a briefing every morning on what she has missed, and makes daily notes in a journal about her strange romance with Henry. Eventually this leads her to conclude that it's unfair to Henry to have to endure her daily memory losses, and she says she wants to break up. Of course the formula requires this, but how the movie solves it is kind of charming.

The movie doesn't have the complexity and depth of ""Groundhog Day"" (which I recently saw described as ""the most spiritual film of our time""), but as entertainment it's ingratiating and lovable. And it suggests that Sandler, whose movies are so often based on hostility, has another speed, another tone, that plays very nicely.",1
42,EC_Doc2_But-a-year.docx,"But a year later, a much more monumental event happened. In 2005, we all sat down in our fading Kerry/Edwards T-shirts, turned off the news coverage about the ongoing wars and irreparable financial disaster George Bush was sinking us into, slid our Garden State DVDs into our PS2s, and realized: Hey, wait a minute. This movie fucking sucks.Garden State was released 11 years ago, and in 2005, for a nation of coddled adult babies, it was the indie snoozefest that had been done to death several times already and would be done many more times as a result of its success and would likely star Zooey Deschanel and/or Michael Cera. It was a movie for those of us who felt bad for ourselves, thought a lot about how we felt bad for ourselves, and sat around talking with our fellow self-feel-badders about how we felt bad for ourselves.And this Braff guy who starred in it, the talking Q-Tip from Scrubs, he was just like us, the over-medicated, therapist-dependent twenty-somethings who had a hard time feeling feelings because Braff was super dull and super boring and super annoying and super other stuff we wanted to project onto him, which was easy since he had the shapeless, colorless face of a blank avatar.Braff spent most of the movie having those very trite conversations we all suffered through in our college years—blatherings about, you know, vapid privileged problems, like swimming and Coldplay and being a struggling actor. He introduced us to a cast of equally emotionally stunted characters with personality disorders and also the Bazinga! guy. Braff’s image as a mopey unintentionally comedic sensi boy positioned him to be the next David Schwimmer. In one of the most ham-handed scenes, Braff and Portman perched at the edge of a very fake CGI-ed quarry, a chasm which itself was a metaphor for acting like a whiny emo virgin. They stood there in the rain, and Braff, who stopped being a baby for one second to be an even bigger baby. Then there’s the soundtrack. What a collection of shit! It was like Braff pulled a bunch of rejects from a Wes Anderson movie and mashed them together with the fitting room tunes of Urban Outfitters. Imagine the thrill we, the unfuckable indie rock nerds, felt about having our boring tastes pandered to in a big theatrical release. And getting away with it, no less! The movie wasn’t Zach Braff’s fault. It wasn’t Natalie Portman’s, either. It was all of our faults for creating this indie cool culture inhabited by self-absorbed special pain victims that allowed pieces of narcissistic entertainment like this movie and its soundtrack to become commercially successful. We all just realized it a year too late. Garden State was not as deep as the CGI abyss Zach Braff was screaming into. It was as shallow as the grave Natalie Portman dug for her dead hamster. It turned out it wasn't a chasm we were gazing into, it was our own navels.",1
43,HK_Doc2_Dreams_Subconscious_Minds.docx,"Dom Cobb leads a highly skilled team, specializing in stealing secrets from people's minds by entering their dreams. When they are hired by a mysterious businessman, Cobb finally has a shot at redemption, but not before achieving the near impossible. Rather than stealing an idea, they must do the complete opposite: Inception. Planting the seed of an idea.

Inception has a multi-layered plot, quite literally in fact. It focuses on the emotional journey of its lead character, Cobb, but at the same time thrusts the audience into multiple levels of action packed story- telling, very distinct from one another, but all finely connected. It has been described by critics as ""a film that rewards intellect"", and I can assure you that it is exactly that. Director Christopher Nolan challenges the audience to keep up, and rewards those who can with a breathtaking spectacle, one that has the capability to leave you awestruck. The best part about it is that while you may feel you need to watch it again to be able to fully absorb the experience, chances are, you will probably want to.

Christopher Nolan brings his unique vision to the screen with the help of a star-studded cast, including the likes of Leonardo Dicaprio (The Departed), Joseph Gordon-Levitt (500 Days Of Summer), Ellen Page (Juno), Marion Cotillard (Public Enemies), Cillian Murphy (Batman Begins), and Michael Caine (The Dark Knight), as well some amazing photography by long time collaborator Wally Pfister. The thrilling music in the film is provided by none other than Hans Zimmer, who was also set the mood for Nolan's previous film, The Dark Knight.

While it may seem simple at its outset, Inception is an extremely complex film, delving deep into the subconscious of the human mind. Technical brilliance and visual splendor have rarely blended together as beautifully. The emotional depth and explosive action complement each other perfectly, delivering a film that is at the same time both heart- wrenching and heart-pounding. It's a film that manages to engross you with its complexities, yet comes together seamlessly, and will have you at the edge of your seat, quite literally from start to finish.

Inception is magnificent.",0
44,DB_Doc1_Get_Out_Review.docx,"In the opening moments of Get Out, as a mysterious, threatening figure stalks a wary black man who’s lost his way in a suburban neighborhood at night, writer-director Jordan Peele declares his intentions in two clear ways. First: he openly invokes the death of Trayvon Martin, a black 17-year-old killed in a gated community by a man who assumed he was a criminal because of his skin color. Second: Peele lets the scene play out like a familiar horror movie sequence, complete with stabbing musical jump-cues, canny tension-building camera movement, and sudden, shocking action. Like the equally memorable opening scene of the recent horror movie It Follows, the initial moments of Get Out are a reminder that no matter how domestic and low-key the film becomes at other times, it’s first and foremost a horror movie, with an agenda of unsettling the audience, then scaring the hell out of them. But it’s also an overtly political movie, one that evokes current racial tensions both to make the story more relevant, and to make it more frightening. 

Get Out is specific and pointed about white privilege and power and the inequities it creates, not just on a broad societal level, but in situations as small as social gatherings and casual conversations. There’s a lot of comic potential in the ideas Peele plays with here, in the possibility that any given racially tinged awkwardness between strangers might just be insensitivity, or might mask something much darker and more savage. But there’s a lot of paralyzing terror in that idea, too. 

From the start, Peele uses racial tension to crank up the narrative tension. When Chris’ white girlfriend Rose (Allison Williams) invites him to meet her parents at their beautifully appointed, isolated lake house in a rich suburb, he hedges. She hasn’t told her parents he’s black, and he anticipates a potentially uncomfortable scene. But her folks, Dean (Bradley Whitford) and Missy (Catherine Keener), are welcoming and friendly. Dean is an awkwardly forceful would-be liberal ally — among other things, he claims he wanted to vote for Obama for a third term, and brags about what an honor it was when his father lost a potential Olympic competition slot to Jesse Owens. But otherwise, the entire Armitage family seems genial enough. Still, Chris is unnerved by the alternating aggression and beaming artificiality of the Armitages’ black housekeeper and groundskeeper, Walter and Georgina.

Like so much of Key & Peele’s comedy, Get Out is refreshing in its naked, frank aggression about confronting racial issues, with comedy, drama, and sharp, unsparing insight. The film isn’t subtle about how unhappy Chris is to be the only black person in a crowd, or how relieved he is to share his worries with a black friend. Peele doesn’t disguise the story’s application to current social fears about cultural appropriation and assimilation, or about prejudice, abuse of power, and the reckless, unchecked use of authority that produced casualties like Darrien Hunt, Eric Garner, and Tamir Rice. And by acknowledging the tension, he builds a platform to channel it all into tense, morbid terror. In the process, he creates one of the decade’s most openly meaningful horror films, and also one of its hands-down scariest.",1
45,JKS_Doc2_The-Hobbit_-An.docx,"The Hobbit: An Unexpected Journey, Review



Peter Jackson and company brought a series of books to the big screen that many thought to be un-filmable when they struck gold with The Lord of the Rings trilogy. Returning to the world of J. R. R. Tolkien by tackling the precursor novel to The Lord of the Rings and its appendices, Jackson brings back all the charm and wonderment of Tolkien’s mystical world, and then crushes it under the obtrusive fist of the films HFR (High Frame resolution) 48 FPS presentation.



Bilbo Baggins leads a simple life that he doesn’t care to see change. Unbeknownst to Bilbo, the great wizard Gandalf the Grey has signed Bilbo up to take part in a perilous journey for which he is ill equipped. Gandalf has agreed to help a group of thirteen dwarves reclaim their home from the great dragon Smaug. To complete their plans of re-capturing their home, Gandalf has convinced the dwarves they need a Hobbit to fulfill the role of, burglar; someone who can sneak in and out of the dragon’s lair without being detected. Reluctant to join up at first, Bilbo has a change of heart and heads off on the adventure of a lifetime.



Story is everything when it comes to a great film. I’ll never stopped saying it–a film can have a great story and succeed through spotty cinematography or poor sound, yet the newfangled 48FPS style of The Hobbit is the exception to the rule. The Lord of the Rings trilogy took digital effects to new heights making creatures we all know don’t exist, look real. The sharp detail and fluid 3D aspects work well, but the entire film looks like a made for T.V. movie rendered into a video game cinematic instead of a stunning display of glorious eye candy. The visual disruption of The Hobbit is so distracting it was hard to focus on the dialogue of the film’s two openings.



The fear has set in that Peter Jackson may fall into the George Lucas trap.  Jackson is a far better director than Lucas ever was, but like the original Star Wars films, The Lord of the Rings trilogy was a milestone in cinematic history that marked an evolution in digital effects and created a marker for younger generations to adore as the defining moment in film for their childhood. 



As the film pressed along and my eyes adjusted, things did progress a little. The entire second half of the film has some great little vignettes as the team of small warriors fall into the hands of the Goblin King and Bilbo runs into our old friend Gollum, which leads to him obtaining a certain ring. Even through the unnatural character movements of the HFR process, Gollum is more impressive than ever. With even more of actor Andy Serkis’ real face bleeding through the twisted creature’s digital features, the battle of wits between Bilbo and Gollum is playfully silly while resting on a layer of terrifying uneasiness.",0
46,SPC_Doc1_Moana-Daughter-Chief.docx,"Moana is the daughter of a chief and will someday inherit her father’s position, but she’s furious when Maui, a tattooed, muscle-bound demigod, calls her a princess. Moana (MWAH-nah) is not only part of a dynastic line but also a girl off on an adventure in the company of a cute animal sidekick (a dimwitted chicken named Heihei). So not just any princess, in other words: a Disney princess. She may be on a quest to save her island and restore ecological balance to the planet, but Moana (voiced by Auli’i Cravalho) is also upholding a brand.

It is, as these things go, a pretty good brand. The Disney princess tradition has held onto its charm as it has changed with the times, widening its cultural frame of reference and allowing its heroines to travel down paths other than the one leading straight to matrimony. Moana, bantering with Maui (Dwayne Johnson) like a rival sibling and borne on her journey by the spirits of the ocean and her grandmother (Rachel House), has no need of a prince.



In the Disney kingdom, the in-house influence of Pixar has reinvigorated the animation (though some of us may still pine for the classic, painterly Disney visual aesthetic), and the rejuvenation of American musical theater has provided a fresh pool of songwriting talent. “Moana,” directed by Ron Clements and John Musker from a screenplay by Jared Bush, includes a few infectious numbers by Lin-Manuel Miranda and a heart-tugging orchestral pop score by the Disney stalwart Mark Mancina. Buoyant songs by the Polynesian singer and composer Opetaia Foa’i (performed with his band Te Vaka) anchor the film’s cheery globalism in a specific South Pacific milieu.



The plot is similarly syncretic, a mélange of updated folklore, contemporary eco-spiritualism and tried-and-true Disney-Pixar formula. Heihei, who beats out an adorable pig for the job of cute animal sidekick on the voyage itself, is a lot like Becky, the addled loon in “Finding Dory.” And the first part of the story, in which Moana’s anxious, protective father tries to keep his daughter from venturing beyond the reef that encircles their island, is a ringing echo of “Finding Nemo.”

Once an ecological catastrophe (and her grandmother’s example) persuade Moana to defy her dad, she must overcome her own doubts (and Maui’s skepticism) and prove herself through a series of ordeals. Unlike “Frozen,” which spiked the formula with genuine surprise, “Moana” unfolds more or less as expected. Which is just fine, really. Archetypes are there for a reason: to provide reassurance and encouragement amid the squall and uncertainty of life.

There are some touching and amusing zigzags on the way to the film’s sweet and affirmative conclusion. Moana inhabits a bright world of water and sunshine, into which the filmmakers insert a handful of visual and musical showstoppers. 

The best of these is probably a glam-rock pastiche called “Shiny,” performed by Jemaine Clement in the guise of a greedy giant crab.",0
